Czechia, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 02/02/2023
Year    ARDY   Cohort       Exposure
1968     38     1930        66570.94
1968     39     1929        65282.88
1968     40     1928        66282.01
1968     41     1927        66491.89
1968     42     1926        68306.42
1968     43     1925        69685.72
1968     44     1924        71866.08
1968     45     1923        73813.13
1968     46     1922        74275.00
1968     47     1921        72618.96
1968     48     1920        67476.24
1968     49     1919        53236.57
1968     50     1918        32725.19
1968     51     1917        32573.48
1968     52     1916        36056.84
1968     53     1915        49705.99
1968     54     1914        66270.81
1968     55     1913        68961.36
1969     12     1957        37230.01
1969     13     1956        76598.33
1969     14     1955        77822.99
1969     15     1954        79445.46
1969     16     1953        80618.02
1969     17     1952        83011.20
1969     18     1951        84810.86
1969     19     1950        83916.41
1969     20     1949        82863.28
1969     21     1948        86204.19
1969     22     1947        90185.36
1969     23     1946        87920.21
1969     24     1945        74273.51
1969     25     1944        76272.92
1969     26     1943        74588.86
1969     27     1942        66663.59
1969     28     1941        64266.30
1969     29     1940        63239.08
1969     30     1939        57120.52
1969     31     1938        55282.32
1969     32     1937        53070.36
1969     33     1936        53277.99
1969     34     1935        55253.36
1969     35     1934        56818.40
1969     36     1933        58179.80
1969     37     1932        62062.34
1969     38     1931        64075.31
1969     39     1930        66371.18
1969     40     1929        65081.05
1969     41     1928        66113.31
1969     42     1927        66286.89
1969     43     1926        68052.10
1969     44     1925        69420.45
1969     45     1924        71636.11
1969     46     1923        73481.41
1969     47     1922        74072.91
1969     48     1921        72226.00
1969     49     1920        67375.89
1969     50     1919        52774.74
1969     51     1918        32536.23
1969     52     1917        32411.30
1969     53     1916        35752.68
1969     54     1915        49544.71
1969     55     1914        65708.62
1970     12     1958        36328.64
1970     13     1957        72655.30
1970     14     1956        76545.62
1970     15     1955        77720.92
1970     16     1954        79362.99
1970     17     1953        80548.06
1970     18     1952        82942.50
1970     19     1951        84702.06
1970     20     1950        83787.49
1970     21     1949        82741.78
1970     22     1948        86157.30
1970     23     1947        89971.23
1970     24     1946        87769.77
1970     25     1945        74086.92
1970     26     1944        76222.01
1970     27     1943        74393.87
1970     28     1942        66487.76
1970     29     1941        64129.51
1970     30     1940        63227.73
1970     31     1939        56912.43
1970     32     1938        55240.82
1970     33     1937        52920.54
1970     34     1936        53138.35
1970     35     1935        55192.87
