Sweden, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 14/04/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1962    38     1.925     0.840     0.696     0.281     0.077     0.032
1962    39     1.957     0.846     0.706     0.290     0.080     0.034
1962    40     1.982     0.852     0.714     0.296     0.083     0.037
1962    41     2.002     0.856     0.720     0.302     0.085     0.039
1962    42     2.015     0.859     0.724     0.305     0.087     0.040
1962    43     2.024     0.861     0.726     0.307     0.088     0.041
1962    44     2.029     0.862     0.727     0.308     0.089     0.042
1962    45     2.032     0.863     0.728     0.309     0.090     0.043
1962    46     2.034     0.863     0.729     0.309     0.090     0.043
1962    47     2.035     0.863     0.729     0.309     0.090     0.043
1962    48     2.035     0.863     0.729     0.309     0.090     0.043
1962    49     2.035     0.863     0.729     0.309     0.090     0.043
1962    50     2.035     0.863     0.729     0.309     0.090     0.043
1962    51     2.035     0.863     0.729     0.309     0.090     0.043
1962    52     2.035     0.863     0.729     0.310     0.090     0.043
1962    53     2.036     0.863     0.729     0.310     0.090     0.043
1962    54     2.036     0.863     0.729     0.310     0.090     0.043
1962    55     2.036     0.863     0.729     0.310     0.090     0.043
1963    12     0.000     0.000     0.000     0.000     0.000     0.000
1963    13     0.000     0.000     0.000     0.000     0.000     0.000
1963    14     0.000     0.000     0.000     0.000     0.000     0.000
1963    15     0.000     0.000     0.000     0.000     0.000     0.000
1963    16     0.002     0.001     0.000     0.000     0.000     0.000
1963    17     0.005     0.005     0.000     0.000     0.000     0.000
1963    18     0.016     0.015     0.000     0.000     0.000     0.000
1963    19     0.036     0.034     0.002     0.000     0.000     0.000
1963    20     0.070     0.064     0.006     0.000     0.000     0.000
1963    21     0.118     0.103     0.014     0.001     0.000     0.000
1963    22     0.185     0.153     0.029     0.002     0.000     0.000
1963    23     0.271     0.210     0.054     0.006     0.000     0.000
1963    24     0.374     0.274     0.088     0.011     0.001     0.000
1963    25     0.497     0.342     0.134     0.019     0.002     0.000
1963    26     0.641     0.415     0.188     0.033     0.004     0.001
1963    27     0.796     0.488     0.247     0.052     0.008     0.001
1963    28     0.959     0.555     0.313     0.076     0.013     0.003
1963    29     1.118     0.614     0.378     0.101     0.019     0.004
1963    30     1.266     0.664     0.438     0.129     0.028     0.007
1963    31     1.398     0.707     0.493     0.153     0.035     0.009
1963    32     1.511     0.740     0.541     0.177     0.041     0.012
1963    33     1.606     0.765     0.581     0.198     0.047     0.015
1963    34     1.686     0.786     0.613     0.216     0.053     0.018
1963    35     1.758     0.805     0.640     0.233     0.059     0.021
1963    36     1.819     0.819     0.664     0.249     0.064     0.024
1963    37     1.869     0.831     0.682     0.261     0.069     0.026
1963    38     1.910     0.840     0.696     0.272     0.074     0.029
1963    39     1.944     0.848     0.707     0.280     0.078     0.031
1963    40     1.971     0.854     0.716     0.287     0.081     0.034
1963    41     1.991     0.858     0.723     0.292     0.083     0.036
1963    42     2.005     0.861     0.727     0.295     0.085     0.038
1963    43     2.015     0.863     0.729     0.297     0.086     0.039
1963    44     2.021     0.865     0.731     0.298     0.087     0.040
1963    45     2.024     0.866     0.732     0.299     0.087     0.040
1963    46     2.026     0.866     0.732     0.299     0.088     0.041
1963    47     2.027     0.866     0.733     0.299     0.088     0.041
1963    48     2.027     0.866     0.733     0.299     0.088     0.041
1963    49     2.027     0.866     0.733     0.299     0.088     0.041
1963    50     2.028     0.867     0.733     0.299     0.088     0.041
1963    51     2.028     0.867     0.733     0.299     0.088     0.041
1963    52     2.028     0.867     0.733     0.299     0.088     0.041
1963    53     2.028     0.867     0.733     0.299     0.088     0.041
1963    54     2.028     0.867     0.733     0.299     0.088     0.041
1963    55     2.028     0.867     0.733     0.299     0.088     0.041
1964    12     0.000     0.000     0.000     0.000     0.000     0.000
1964    13     0.000     0.000     0.000     0.000     0.000     0.000
1964    14     0.000     0.000     0.000     0.000     0.000     0.000
1964    15     0.000     0.000     0.000     0.000     0.000     0.000
1964    16     0.001     0.001     0.000     0.000     0.000     0.000
1964    17     0.005     0.004     0.000     0.000     0.000     0.000
1964    18     0.014     0.013     0.000     0.000     0.000     0.000
1964    19     0.032     0.030     0.001     0.000     0.000     0.000
1964    20     0.062     0.057     0.005     0.000     0.000     0.000
1964    21     0.110     0.096     0.013     0.001     0.000     0.000
1964    22     0.176     0.146     0.028     0.002     0.000     0.000
1964    23     0.262     0.203     0.053     0.005     0.000     0.000
1964    24     0.370     0.270     0.088     0.011     0.001     0.000
1964    25     0.497     0.342     0.133     0.020     0.002     0.000
1964    26     0.643     0.417     0.187     0.034     0.004     0.001
1964    27     0.801     0.490     0.249     0.053     0.008     0.001
1964    28     0.959     0.556     0.312     0.076     0.012     0.002
1964    29     1.111     0.611     0.377     0.100     0.019     0.004
1964    30     1.254     0.662     0.435     0.125     0.025     0.006
1964    31     1.378     0.702     0.487     0.149     0.031     0.008
1964    32     1.486     0.736     0.534     0.170     0.037     0.011
1964    33     1.580     0.762     0.573     0.188     0.043     0.013
1964    34     1.659     0.783     0.606     0.206     0.048     0.016
1964    35     1.730     0.802     0.634     0.222     0.053     0.019
1964    36     1.792     0.817     0.657     0.238     0.059     0.022
1964    37     1.846     0.830     0.675     0.252     0.064     0.025
1964    38     1.891     0.840     0.691     0.263     0.068     0.028
1964    39     1.927     0.848     0.704     0.273     0.072     0.031
1964    40     1.957     0.854     0.714     0.280     0.075     0.033
1964    41     1.978     0.859     0.721     0.286     0.077     0.035
1964    42     1.992     0.862     0.725     0.289     0.079     0.037
1964    43     2.002     0.864     0.727     0.292     0.080     0.039
1964    44     2.008     0.865     0.729     0.293     0.081     0.039
1964    45     2.010     0.866     0.730     0.294     0.081     0.040
1964    46     2.012     0.866     0.730     0.294     0.082     0.040
1964    47     2.013     0.866     0.731     0.294     0.082     0.040
1964    48     2.013     0.866     0.731     0.294     0.082     0.041
1964    49     2.014     0.866     0.731     0.294     0.082     0.041
1964    50     2.014     0.866     0.731     0.294     0.082     0.041
1964    51     2.014     0.866     0.731     0.294     0.082     0.041
1964    52     2.014     0.866     0.731     0.294     0.082     0.041
1964    53     2.014     0.866     0.731     0.294     0.082     0.041
1964    54     2.014     0.866     0.731     0.294     0.082     0.041
1964    55     2.014     0.866     0.731     0.294     0.082     0.041
1965    12     0.000     0.000     0.000     0.000     0.000     0.000
1965    13     0.000     0.000     0.000     0.000     0.000     0.000
1965    14     0.000     0.000     0.000     0.000     0.000     0.000
1965    15     0.000     0.000     0.000     0.000     0.000     0.000
1965    16     0.001     0.001     0.000     0.000     0.000     0.000
1965    17     0.004     0.004     0.000     0.000     0.000     0.000
1965    18     0.012     0.011     0.000     0.000     0.000     0.000
