Ukraine, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 13/11/2015
Year    Age        Total
1981     13         2.45
1981     14        43.48
1981     15       459.01
1981     16      2492.10
1981     17      9573.35
1981     18     26225.97
1981     19     49153.81
1981     20     67957.51
1981     21     72659.68
1981     22     68428.52
1981     23     61154.25
1981     24     53694.98
1981     25     47839.76
1981     26     44237.63
1981     27     38433.41
1981     28     33459.23
1981     29     30807.13
1981     30     26602.98
1981     31     22487.83
1981     32     20005.74
1981     33     12745.47
1981     34     11398.42
1981     35      6871.25
1981     36      5158.19
1981     37      4589.17
1981     38      3375.13
1981     39      3533.13
1981     40      3094.11
1981     41      2488.09
1981     42      1818.06
1981     43      1203.05
1981     44       647.02
1981     45       308.01
1981     46       127.01
1981     47        56.01
1981     48        31.00
1981     49        19.00
1981     50         0.00
1981     51         2.00
1981     52         0.00
1981     53         0.00
1981     54         0.00
1981     55+        0.00
1982     12-        0.08
1982     13         2.53
1982     14        47.37
1982     15       495.03
1982     16      2619.09
1982     17      9451.34
1982     18     26246.95
1982     19     49421.79
1982     20     67914.46
1982     21     74221.69
1982     22     71583.60
1982     23     64233.33
1982     24     55907.03
1982     25     49043.78
1982     26     43541.58
1982     27     39311.43
1982     28     33979.23
1982     29     28979.05
1982     30     26825.97
1982     31     22246.81
1982     32     19257.69
1982     33     16513.60
1982     34     10365.37
1982     35      9285.33
1982     36      5540.20
1982     37      4010.14
1982     38      3503.12
1982     39      2567.09
1982     40      2582.10
1982     41      2141.08
1982     42      1542.06
1982     43      1067.04
1982     44       598.02
1982     45       336.02
1982     46       136.00
1982     47        48.00
1982     48        11.00
1982     49         9.00
1982     50         4.00
1982     51         0.00
1982     52         1.00
1982     53         0.00
1982     54         0.00
1982     55+        1.00
1983     12-        0.07
1983     13         2.09
1983     14        36.81
1983     15       435.05
1983     16      2718.13
1983     17     10000.46
1983     18     25598.18
1983     19     49313.26
1983     20     68330.13
1983     21     75655.47
1983     22     74143.40
1983     23     69051.16
1983     24     62402.86
1983     25     56701.60
1983     26     49737.28
1983     27     44110.02
1983     28     39519.81
1983     29     34382.57
1983     30     28866.32
1983     31     25914.19
1983     32     21475.99
1983     33     17837.82
1983     34     15342.70
1983     35      9483.44
1983     36      8232.38
1983     37      4647.21
1983     38      3208.15
1983     39      2687.12
1983     40      1934.09
1983     41      1784.08
1983     42      1502.06
1983     43       935.04
1983     44       570.03
1983     45       308.02
1983     46       156.01
1983     47        58.01
1983     48        22.00
1983     49         5.00
1983     50         1.00
1983     51         2.00
1983     52         0.00
1983     53         0.00
1983     54         0.00
1983     55+        0.00
1984     12-        0.08
1984     13         2.31
1984     14        41.17
1984     15       466.44
1984     16      2887.04
1984     17     10874.14
1984     18     26863.34
1984     19     47425.60
1984     20     66837.85
1984     21     74741.95
1984     22     73078.92
1984     23     67183.85
1984     24     61674.78
1984     25     55703.70
1984     26     49398.63
1984     27     43513.55
1984     28     37534.48
1984     29     33092.41
1984     30     28048.36
1984     31     23381.30
1984     32     20737.26
1984     33     17134.21
1984     34     14520.18
1984     35     11785.14
1984     36      7041.09
1984     37      6151.08
1984     38      3408.05
1984     39      2377.03
1984     40      1910.02
1984     41      1288.01
1984     42      1162.02
1984     43       788.01
1984     44       529.00
1984     45       261.01
1984     46       116.00
1984     47        58.00
1984     48        13.00
1984     49         5.00
1984     50         0.00
1984     51         0.00
1984     52         0.00
1984     53         0.00
1984     54         0.00
1984     55+        1.00
1985     12-        0.08
1985     13         2.63
1985     14        46.93
1985     15       521.38
1985     16      2942.14
1985     17     10599.53
1985     18     26848.34
1985     19     46233.31
1985     20     59751.98
1985     21     68996.44
1985     22     69016.44
1985     23     64440.21
1985     24     59675.97
1985     25     54868.73
1985     26     49216.45
1985     27     43239.16
1985     28     37193.85
1985     29     31503.57
1985     30     27582.37
1985     31     22728.13
1985     32     18879.94
1985     33     16543.83
1985     34     13595.68
1985     35     11228.56
1985     36      9460.47
1985     37      5325.26
1985     38      4564.23
1985     39      2414.12
1985     40      1765.08
1985     41      1228.06
1985     42       891.05
1985     43       643.03
1985     44       395.02
1985     45       241.01
1985     46       124.00
1985     47        46.00
1985     48        14.00
1985     49         6.00
1985     50         2.00
1985     51         0.00
1985     52         0.00
1985     53         0.00
1985     54         0.00
1985     55+        0.00
1986     12-        0.08
1986     13         2.39
1986     14        43.86
1986     15       498.69
1986     16      3063.09
1986     17     10914.30
1986     18     26999.75
1986     19     47990.33
1986     20     62883.75
1986     21     66169.84
1986     22     68024.89
1986     23     63567.77
1986     24     60329.68
1986     25     56496.57
1986     26     51659.43
1986     27     45843.27
1986     28     40111.11
1986     29     34262.95
1986     30     29520.82
1986     31     25196.70
1986     32     21351.59
1986     33     17564.49
1986     34     15091.42
1986     35     12493.35
1986     36     10283.29
1986     37      8107.22
1986     38      4640.13
1986     39      3887.11
1986     40      1957.06
1986     41      1335.04
1986     42       937.02
1986     43       567.01
1986     44       379.01
1986     45       210.01
1986     46       106.00
1986     47        59.00
1986     48        17.00
1986     49         4.00
1986     50         3.00
1986     51         2.00
1986     52         0.00
1986     53         0.00
1986     54         0.00
1986     55+        0.00
1987     12-        0.08
1987     13         2.46
1987     14        46.81
1987     15       553.74
1987     16      3377.54
1987     17     10986.76
1987     18     27491.41
1987     19     47336.59
1987     20     61562.87
1987     21     64492.35
1987     22     61730.90
1987     23     59640.57
1987     24     57241.18
1987     25     53256.54
1987     26     49032.86
1987     27     44698.17
1987     28     39085.27
1987     29     33671.40
1987     30     28444.56
1987     31     23643.79
1987     32     20249.25
1987     33     16405.63
1987     34     13644.19
1987     35     11817.90
1987     36      9531.53
1987     37      7690.23
1987     38      5931.95
1987     39      3273.52
1987     40      2587.41
1987     41      1267.20
1987     42       862.14
1987     43       617.10
1987     44       296.05
1987     45       189.04
1987     46        97.01
1987     47        41.01
1987     48        39.00
1987     49        10.01
1987     50         2.00
1987     51         1.00
1987     52         1.00
1987     53         1.00
1987     54         0.00
1987     55+        0.00
1988     12-        0.08
1988     13         2.23
1988     14        40.92
1988     15       498.00
1988     16      3289.33
1988     17     11737.75
1988     18     29130.78
1988     19     49605.06
1988     20     61654.94
1988     21     65210.38
1988     22     61150.74
1988     23     54721.14
1988     24     53174.51
1988     25     50473.41
1988     26     47279.13
1988     27     42106.03
1988     28     38094.41
1988     29     33335.49
1988     30     27874.27
1988     31     23469.49
1988     32     19345.82
1988     33     16164.54
1988     34     13574.49
1988     35     10604.29
1988     36      8924.61
1988     37      7109.88
1988     38      5383.18
1988     39      4221.71
1988     40      2197.88
1988     41      1715.70
1988     42       870.35
1988     43       462.18
1988     44       302.12
1988     45       137.05
1988     46        76.03
1988     47        40.02
1988     48        18.01
1988     49        14.01
1988     50         4.00
1988     51         6.00
1988     52         3.00
1988     53         5.00
1988     54         2.00
1988     55+       26.01
1989     12-        0.08
1989     13         2.91
1989     14        55.27
1989     15       631.98
1989     16      3699.27
1989     17     12947.44
1989     18     30734.54
1989     19     49623.02
1989     20     59574.44
1989     21     61136.97
1989     22     57677.79
1989     23     51467.65
1989     24     45754.69
1989     25     44249.18
1989     26     41078.09
1989     27     38072.06
1989     28     34194.73
1989     29     29868.24
1989     30     25480.74
1989     31     21807.48
1989     32     17521.01
1989     33     14442.95
1989     34     12163.17
1989     35      9892.40
1989     36      7764.66
1989     37      6384.19
1989     38      4931.70
1989     39      3648.25
1989     40      2704.92
