United States, Cumulative period fertility rates (vertical parallelograms)
Last modified: 24/03/2023
Year  ARDY  Cohort     CPFR
1956   55    1901     3.654
1957   12    1945     0.000
1957   13    1944     0.000
1957   14    1943     0.000
1957   15    1942     0.002
1957   16    1941     0.011
1957   17    1940     0.038
1957   18    1939     0.103
1957   19    1938     0.217
1957   20    1937     0.390
1957   21    1936     0.612
1957   22    1935     0.862
1957   23    1934     1.127
1957   24    1933     1.396
1957   25    1932     1.655
1957   26    1931     1.902
1957   27    1930     2.129
1957   28    1929     2.334
1957   29    1928     2.521
1957   30    1927     2.692
1957   31    1926     2.850
1957   32    1925     2.987
1957   33    1924     3.110
1957   34    1923     3.222
1957   35    1922     3.319
1957   36    1921     3.403
1957   37    1920     3.477
1957   38    1919     3.540
1957   39    1918     3.593
1957   40    1917     3.636
1957   41    1916     3.671
1957   42    1915     3.695
1957   43    1914     3.712
1957   44    1913     3.724
1957   45    1912     3.731
1957   46    1911     3.735
1957   47    1910     3.737
1957   48    1909     3.738
1957   49    1908     3.738
1957   50    1907     3.738
1957   51    1906     3.739
1957   52    1905     3.739
1957   53    1904     3.739
1957   54    1903     3.739
1957   55    1902     3.739
1958   12    1946     0.000
1958   13    1945     0.000
1958   14    1944     0.000
1958   15    1943     0.002
1958   16    1942     0.011
1958   17    1941     0.036
1958   18    1940     0.097
1958   19    1939     0.208
1958   20    1938     0.379
1958   21    1937     0.601
1958   22    1936     0.848
1958   23    1935     1.110
1958   24    1934     1.377
1958   25    1933     1.637
1958   26    1932     1.882
1958   27    1931     2.108
1958   28    1930     2.312
1958   29    1929     2.499
1958   30    1928     2.668
1958   31    1927     2.822
1958   32    1926     2.958
1958   33    1925     3.078
1958   34    1924     3.186
1958   35    1923     3.281
1958   36    1922     3.364
1958   37    1921     3.435
1958   38    1920     3.495
1958   39    1919     3.548
1958   40    1918     3.592
1958   41    1917     3.624
1958   42    1916     3.648
1958   43    1915     3.664
1958   44    1914     3.676
1958   45    1913     3.683
1958   46    1912     3.687
1958   47    1911     3.688
1958   48    1910     3.689
1958   49    1909     3.689
1958   50    1908     3.690
1958   51    1907     3.690
1958   52    1906     3.690
1958   53    1905     3.690
1958   54    1904     3.690
